role;starting_salary;starting_salary_hr_yr;year_starting_salary;ending_salary 1;ending_salary_hr_yr;Hourly(H)_Permanent(P)_Contingent(C);year_ending_salary;years_experience;gender;ethnicity;degrees_required
Manager;25;hr;2015;33,38;hr;H;2019;6;male;white;MA
Coordinator;40560;yr;2018;40560;yr;H;2019;4;male;white;MA
Director;60000;yr;2016;30000;yr;H;2019;15;female;white;MA
Assistant Curator;14,54;hr;N;;N;H;2019;2;female;white;BA
Manager;29000;yr;2013;29000;yr;n/a;2019;5;female;white;BA
Curator;40000;yr;N;42000;yr;P Full Time;2014;5;female;white;BA
Curator;65000;yr;2017;68000;yr;C;2018;13;female;white;PhD
Gallery Assistant;8;hr;N;8;hr;H,P;2015;;female;N;N
Education;15;hr;N;15;hr;H,P;2015;;female;N;N
Assistant Curator;27500;yr;N;;N;P;2017;;n/a;N;N
Assistant Curator;42500;yr;2015;47000;yr;C;;;n/a;N;N
Curator;70000;yr;N;73000;yr;P;2019;;female;N;N
Assistant Curator;29500;yr;2017;30000;yr;H;2017;;n/a;N;MA
Assistant Curator;28500;yr;2015;15,71;hr;H,P;2019;;female;white;MA
Assistant;;;N;30500;yr;n/a;2019;2;male;white;MA
Visitor Experience;10;hr;2017;10;hr;H,P;2017;2;female;white;BA
Assistant;17000;hr;2010;2011;yr;H;2011;2;female;white;N
Assistant Director;40000;yr;2017;42000;yr;P;2019;4;male;white;MA
Archivist;56000;yr;2018;56000;yr;P;2019;6;female;white;MA
Assistant;20,25;hr;2018;22,5;hr;H;2019;1;male;white;MA
Librarian;48000;yr;2010;64000;yr;P;2019;10;female;white;MLIS
Registrar;34000;yr;2017;34000;yr;P;2019;10;n/a;white;BA
other;15;hr;2018;18;hr;H,P;2019;4;female;white;BA
Communications;90000;yr;2018;90000;yr;P;2018;15;female;poc;MA
Registrar;38000;yr;2014;38000;yr;n/a;2016;3;female;white;MA
Manager;62500;yr;2018;62500;yr;P;2019;4;male;white;BA
other;40000;yr;2017;45000;yr;P;;4;male;white;BA
Librarian;52000;yr;2015;59580;yr;P;2019;9;female;white;MA
Communications;45000;yr;N;45000;yr;P;2019;;female;N;N
Director;75000;yr;2018;78000;yr;P;2019;10;female;white;MA
Technical;31000;yr;N;44000;yr;P;2019;;female;N;N
Manager;;;N;37000;yr;H,P;2019;;female;white;N
Coordinator;39000;yr;2019;39000;yr;P;2019;3;female;white;BA
Coordinator;34000;yr;N;;N;P;2019;;female;N;N
Manager;55000;yr;N;57000;yr;P;2019;10;female;white;N
Director;;;N;85000;yr;P;2016;15;n/a;N;MA
Coordinator;34000;yr;2018;;N;P;2019;5;female;white;BA
Director;50000;yr;2010;53000;yr;P;2012;12;female;white;MA
Director;35000;yr;N;65000;yr;P;2019;;female;white;N
Technical;31000;yr;2014;44000;yr;P;2019;10;female;white;BA required MA preferred
Director;52000;yr;2015;;N;P;2015;5;female;N;N
Technical;13 hr;yr;2012;13;hr;H;2014;3;female;white;HS
Education;7,25;hr;2012;;N;H;2013;4;female;white;BA
Intern;9;hr;2016;9;hr;H,C;2016;;female;white;BA
Research;19;hr;N;N;yr;H;2019;;female;N;N
other;32000;yr;2017;40000;yr;P;2019;8;n/a;N;BA required MA preferred
Coordinator;19;hr;2019;19;hr;H,C Full Time;2019;1;male;white;BA
Communications;37000;yr;2017;37000;yr;P;2019;2;male;white;N
Manager;81000;yr;2018;84000;yr;P;2019;19;female;white;BA required MA preferred
Education;35000;yr;N;38000;yr;P;2017;;female;N;N
Security;;;N;10;hr;H,P;2019;5;male;white;No degree
Assistant;22;hr;2014;;N;H,C;2014;1;n/a;N;MA
Assistant Educator;42900;yr;2008;51000;yr;P;2019;11;female;N;MA
Coordinator;50000;yr;2014;54000;yr;P;2019;5;female;white;BA
Manager;59000;yr;2008;73400;yr;P;2019;25;female;white;MA
Assistant Curator;41000;yr;N;43000;yr;P;2019;;female;N;N
Academic;;;2018;39148;yr;C;2019;10;male;white;MA
Archivist;48000;yr;2015;51118;yr;P;2019;7;female;white;MA
Education;11,7;hr;2018;11,7;hr;H;2019;2;n/a;N;N
Director;38000;yr;2011;55610,87;yr;H;2019;17;female;white;MA
Intern;14,62;hr;2016;16,14;hr;H,P;2019;5;female;white;BA required MA preferred
Manager;48500;yr;2019;2019;yr;n/a;2019;6;female;white;N
Coordinator;58000;yr;2017;;N;P;2018;20;n/a;N;MA
Academic;15000;yr;2018;N;yr;n/a;2019;11;female;N;MA
Intern;0;yr;2014;0;yr;C;2014;;female;white;MA
Assistant Registrar;30000;yr;2013;35000;yr;P;2016;4;female;white;BA required MA preferred
Assistant Curator;53000;yr;2009;53000;yr;P;2009;15;female;N;MA
Registrar;28800;yr;2016;35520;yr;P;2019;;male;N;N
Manager;60000;yr;2017;64000;yr;P;2019;10;female;poc;BA
Educator;20;hr;2015;20;hr;H Part Time;2016;8;female;white;BA required MA preferred
Assistant;23660;yr;2018;24133;yr;H;2019;2;female;N;MA
Conservator;39000;yr;2018;39000;yr;P;2019;4;n/a;N;MA
Director;35000;yr;1998;43000;yr;P;2014;22;n/a;N;MA
Assistant;20,5;hr;2018;23,69;hr;H;2019;3;female;white;BA
Assistant Curator;52000;yr;2015;53330;yr;P;2017;7;female;N;MA
other;50;hr;2009;50;hr;C;2019;n/a;female;N;MA required PhD preferred
Intern;2500;yr;N;;N;C;;;female;asian;N
Manager;60000;yr;N;76000;yr;P;2019;8;female;white;N
Editorial;56000;yr;N;56000;yr;C;2019;;female;N;N
Assistant Curator;47374;yr;N;49998;yr;P;2019;;female;N;N
other;45000;yr;N;47000;yr;C;2016;;male;N;N
Assistant Curator;37000;yr;2010;42000;yr;C;2012;;n/a;N;N
Assistant;;;N;40795;yr;P Part Time;;;n/a;N;N
Assistant Educator;38 000;yr;N;39000;yr;P;2019;;n/a;N;N
Technical;33000;yr;2007;37000;yr;C;2010;;female;white;N
Editorial;25000;yr;2018;25000;yr;H,C;2019;;female;white;N
Editorial;38000;yr;2018;38000;yr;C;2019;;n/a;N;N
other;15;hr;N;15;hr;C;2016;;n/a;N;N
Assistant Curator;20;hr;2016;21,15;hr;H,P;2019;3;female;N;MA
Education;32000;yr;N;44000;yr;P;2019;;n/a;N;N
other;33000;yr;2018;33000;yr;C;2019;10;n/a;white;MA
Assistant Curator;35000;yr;N;35000;yr;P;2009;;n/a;N;N
Director;0;yr;2015;7200;yr;n/a;2019;10;n/a;N;N
Manager;50000;yr;N;50000;yr;P;2018;2;n/a;N;N
Assistant;35000;yr;N;35000;yr;P;2013;;n/a;N;N
Visitor Experience;15;hr;2018;10;hr;H;2019;1;n/a;N;MA
Education;15;hr;2015;17,54;hr;H;2019;8;female;white;BA required MA preferred
Curator;85000;yr;N;91000;yr;P;2015;;male;white;N
Assistant Curator;55000;yr;N;57750;yr;P;2013;3;male;white;N
Education;15;hr;N;;N;H,P;2019;;female;N;N
Assistant Curator;48000;yr;N;49000;yr;P;2019;5;n/a;N;N
Manager;54000;yr;2013;;N;P;2017;14;n/a;N;N
Education;15;hr;2017;16;hr;H,P;2019;2;female;asian;BA
Educator;36000;yr;2015;36000;yr;H;2016;3;female;white;BA required MA preferred
Coordinator;19,5;hr;2017;;N;H;2017;2;male;white;BA required MA preferred
Teacher;55;hr;N;;N;H;;;n/a;N;N
Academic;71;hr;2017;71;hr;C;2019;5;male;white;MA
Curator;32000;yr;2015;36000;yr;P;2017;3;n/a;N;MA
Assistant Curator;18928;yr;2010;37560;yr;C;2019;10;male;white;BA
Coordinator;37000;yr;2017;37000;yr;P;2017;7;female;white;BA
Coordinator;40000;yr;2018;40000;yr;P;;;female;latino;BA
Assistant Director;50000;yr;2018;50000;yr;P;2019;4;female;white;BA
Registrar;50000;yr;2017;60000;yr;P;2019;9;female;N;BA
Manager;;;N;80000;yr;P;2019;10;female;white;N
Assistant;21,5;hr;N;21,5;hr;H;2019;;n/a;N;N
Intern;11;hr;N;11;hr;H;2018;;n/a;N;N
Gallery Assistant;19;hr;N;;N;H;2019;;n/a;N;N
Assistant;32000;yr;2017;42000;yr;H;2019;3;female;white;N
Assistant Registrar;;;N;20000;yr;C;2004;10;male;white;N
Curator;38000;yr;2012;59000;yr;P;2019;13;male;white;BA required MA preferred
Manager;50000;yr;2017;51500;yr;P;2019;7;female;white;BA
Assistant Curator;34000;yr;N;39750;yr;H;2019;;female;N;N
Assistant Curator;37000;yr;N;38100;yr;H;2019;;female;white;N
Coordinator;34000;yr;N;34000;yr;n/a;2019;2;female;white;BA
Coordinator;38000;yr;2015;39500;yr;P;2018;4;female;white;BA required MA preferred
Assistant Curator;33500;yr;2015;36000;yr;H;2018;2;female;N;N
Intern;13;hr;2019;13;hr;H;2019;1;female;poc;MA
Coordinator;30721;yr;N;34320;yr;H;2019;10;female;white;HS
Manager;35000;yr;2017;39000;yr;P;2019;3;male;white;BA
Communications;35000;yr;2013;42000;yr;P;2017;4;male;white;BA
Sales;10,3;hr;2015;11,15;hr;H,P;2019;n/a;other;white;N
Visitor Experience;11856;yr;2018;12480;yr;H;2019;2;male;white;HS
Visitor Experience;12;hr;2017;;N;H;2018;3;female;white;BA
other;18000;yr;2017;18000;yr;H;2019;5;female;white;MA
Educator;10000;yr;2017;10000;yr;H;;2;male;white;BA
Coordinator;40000;yr;2018;40000;yr;H;2019;4;n/a;N;BA
Coordinator;39999;yr;2016;41000;yr;P;2019;5;female;white;MA
Curator;96970;yr;2018;102477;yr;P;2019;27;female;white;MA
Curator;40000;yr;2018;40000;yr;C;2019;0;n/a;N;BA
Visitor Experience;11;hr;2018;12,2;hr;H;2019;;female;white;HS
Manager;43000;yr;2018;43000;yr;P;2019;4;female;white;MA
Technical;14;hr;2016;21;hr;H;2019;3;n/a;N;BA
Assistant Curator;38700;yr;2019;38700;yr;P;2019;2;female;white;MA
Education;75;hr;2015;75;hr;H;2019;9;female;white;MA
Coordinator;41000;yr;2014;43000;yr;P;2018;16;female;white;MA
Communications;15;hr;2018;15;hr;H;2019;;female;N;BA
Director;60000;yr;2014;70000;yr;C;2018;;female;white;N
Communications;35000;yr;2014;51000;yr;C;2019;;female;white;N
Manager;15,25;hr;2018;15,25;hr;H;2019;1;female;white;HS
Visitor Experience;11,5;hr;2018;12,5;hr;H;2019;8;female;white;No degree
Conservator;20;hr;2010;20;hr;H;2019;19;female;white;N
Assistant Manager;44000;yr;2014;52000;yr;P;2018;8;female;mixed;MA
Coordinator;45000;yr;2016;48000;yr;H,P;2019;8;n/a;white/latino;None required BA preferred
Communications;50000;yr;N;50000;yr;P;2016;1;male;asian;BA
Curator;30000;yr;N;30000;yr;P;2017;2;male;asian;BA
Admin;32256;yr;2016;34560;yr;H;2019;4;female;N;N
Manager;102000;yr;2017;115000;yr;P;2019;5;male;white;No degree
Curator;90000;yr;2014;100000;yr;P;2019;15;n/a;N;N
Coordinator;60;hr;2018;60;hr;C;2019;10;female;white;N
Coordinator;36400;yr;2016;37870;yr;H;2019;3;n/a;N;BA
other;40000;yr;2010;50000;yr;C;2019;14;n/a;N;BA
Coordinator;40000;yr;2016;41000;yr;n/a;2019;;n/a;N;N
Coordinator;40000;yr;2016;41000;yr;n/a;2019;;n/a;N;N
Assistant;15;yr;2013;;N;C;2013;5;n/a;N;MA
Manager;60000;yr;2015;65000;yr;n/a;2019;;n/a;N;N
Coordinator;40000;yr;2016;42000;yr;H;2019;5;female;white;BA required MA preferred
Assistant;30940;yr;2017;31486;yr;H;2019;11;female;white;MA
Conservator;55000;yr;2015;55000;yr;C;2015;12;female;white;MA
Assistant Curator;70000;yr;2017;74000;yr;P;2019;5;female;white;MA
Conservator;30000;yr;N;102000;yr;C;2019;;female;white;MA
Assistant Curator;52000;yr;N;64000;yr;P;2018;;female;N;N
Assistant Registrar;48235;yr;2018;61984;yr;H;2019;;female;N;MA
Coordinator;59722;yr;2012;70000;yr;H;2016;10;n/a;N;N
Assistant Curator;44000;yr;2013;74000;yr;n/a;;;n/a;N;N
Conservator;57000;yr;2007;118000;yr;P;2019;19;female;white;MA
Assistant Curator;70000;yr;2017;74000;yr;P;2019;9;female;white;MA
Manager;64000;yr;2016;US 78600;yr;P;2019;15;female;mixed;MA
Teacher;22;hr;2012;26,5;hr;H;2019;7;female;N;MA
Assistant Curator;64000;yr;2019;64000;yr;P;2019;0;female;white;MA
Intern;0;yr;2018;0;yr;unpaid;2018;1;n/a;N;N
Director;32000;yr;N;36000;yr;n/a;2019;5;female;white;MA
Education;31000;yr;2019;31000;yr;H;2019;;female;white;N
Manager;13;hr;2016;13,5;hr;H;2018;3;female;N;BA
Visitor Experience;15;hr;2019;15;hr;H;2019;0;male;white;N
Communications;30;hr;2015;75;hr;H;2019;10;female;white;PhD
Photographer;;;N;225;hr;Freelance;2019;;female;white;N
Photographer;5000;yr;2016;25000;yr;Freelance;2019;4;n/a;N;No degree
Assistant;19;hr;N;;N;n/a;;1;n/a;N;N
Communications;25000;yr;2016;28550;yr;H,P;2019;3;male;white;N
Relations;45000;yr;2016;53000;yr;P;2019;4;female;mixed;BA
Visitor Experience;14;hr;2017;15;hr;H;2019;6;female;N;N
Intern;13,5;hr;2018;;N;n/a;2018;2;n/a;N;N
Assistant;35000;yr;2017;50000;yr;P;2019;2;female;white;BA
Editor;35000;yr;N;35000;yr;P;2014;;female;white;N
Intern;11;hr;2017;;N;H;2017;;female;N;N
Registrar;40000;yr;2013;70000;yr;P;2019;3;female;white;MA
Assistant;35000;yr;2017;;N;P;;4;n/a;N;MA
Intern;9;hr;2014;;N;H;2014;;female;N;N
Assistant;15;hr;2018;15;hr;P;2019;4;female;white;BA
Intern;0;yr;N;0;yr;n/a;2015;;n/a;N;N
Security;9,23;hr;N;9,23;hr;H;2019;1;male;white;HS
Assistant Curator;65000;yr;N;68500;yr;C;2019;4;female;white;PhD
Assistant;32000;yr;2011;39000;yr;P;2016;8;female;N;BA
Manager;50000;yr;2011;61500;yr;P;2019;25;female;white;N
Assistant Curator;46800;yr;2015;48500;yr;H,C;2019;6;female;white;BA required MA preferred
Assistant Curator;44500;yr;N;49000;yr;H,C;2019;8;female;white;MA
Admin;33590;yr;2016;42975;yr;H;2019;;female;N;N
Assistant Curator;45400;yr;2006;81000;yr;P;2019;16;n/a;N;PhD
Education;42400;yr;2006;54900;yr;H;2019;13;n/a;N;MA
Technical;52000;yr;2013;60000;yr;C;2014;7;female;white;MA
Assistant;38472;yr;2015;39600;yr;C;;3;n/a;N;BA
Intern;30000;yr;2017;;N;C;2018;10;female;white;MA
Assistant Curator;64500;yr;N;N;yr;C;2019;;n/a;N;MA
Designer;47000;yr;2016;47000;yr;C;2017;;female;asian;N
Curator;;;N;92000;yr;P;;20;n/a;N;PhD
other;47000;yr;2015;65000;yr;P;2019;10;n/a;N;BA required MA preferred
Assistant Curator;45050;yr;2015;49700;yr;H,C;2019;9;female;N;MA
Librarian;22;hr;N;22;hr;H,C;2016;;n/a;N;N
Assistant;;;N;20,29;hr;H,C;2019;;female;white;N
Technical;47000;yr;2017;50225;yr;C;2019;5;female;N;MA
Archivist;59500;yr;2018;59500;yr;P;2019;7;n/a;N;MLIS
Archivist;52000;yr;2019;52000;yr;C;2019;5;female;N;MLIS
Archivist;52000;yr;2015;56500;yr;P;2019;;n/a;N;N
Assistant;20,49;hr;2017;20,9;hr;H,C;2018;10;female;white;BA
Librarian;59000;yr;2019;59680;yr;P;2019;7;female;white;MLIS
Technical;23,8;hr;2018;23,8;hr;H,C;2019;10;female;white;BA
Assistant Curator;;;N;74000;yr;P;2017;10;male;N;N
Manager;50000;yr;2018;50000;yr;P;2018;5;male;white;BA
Registrar;50000;yr;N;50000;yr;P;;;male;white;N
Intern;9;hr;2017;9;hr;H;2017;5;n/a;N;N
Technical;36000;yr;N;37080;yr;P;2019;;female;N;N
Visitor Experience;33500;yr;N;34000;yr;H;2019;;n/a;N;N
Curator;12000;yr;2018;15000;yr;C;2019;9;female;white;MA
Curator;36000;yr;2012;;N;H;2019;5;male;white;No degree
Manager;29000;yr;2018;35000;yr;P;2019;1;male;white;BA
Assistant Curator;28500;yr;2015;35000;yr;P;2018;3;female;N;MA
Assistant Curator;39500;yr;2019;39500;yr;P;2019;5;female;white;MA
Assistant;10;hr;2018;10;hr;H;2018;5;female;white;MA
Director;5000;yr;1991;24720;yr;P;2019;28;female;white;N
Director;40000;yr;2018;40000;yr;P;2019;4;female;white;MA
Visitor Experience;8;hr;2019;8;hr;H;2019;1;n/a;N;HS
Assistant Registrar;36000;yr;2016;37740;yr;P;2019;5;female;N;N
Curator;20000;yr;N;100000;yr;n/a;2018;;n/a;N;N
Manager;75000;yr;N;80000;yr;n/a;2017;;male;N;N
Curator;;;N;68000;yr;P;2019;;n/a;white;MA
Manager;54000;yr;N;58500;yr;P;2019;;n/a;N;N
Assistant Manager;55000;yr;N;56100;yr;P;2019;;n/a;white;N
Assistant Curator;45000;yr;N;51714;yr;P;2019;;female;white;N
Assistant Manager;40000;yr;N;49500;yr;P;2016;4;n/a;N;N
Coordinator;28000;yr;N;32000;yr;n/a;2008;;n/a;N;N
Art Handler;25;hr;2015;30;hr;H,C;2018;4;female;poc;N
Intern;;;N;;N;n/a;;;n/a;N;N
Coordinator;42000;yr;2017;48;hr;H,P;2019;;n/a;N;N
Assistant;30000;yr;2013;N;yr;P;2014;2;female;white;BA
Manager;37000;yr;2008;49000;yr;P;2014;7;female;white;MA
Manager;57000;yr;2013;60000;yr;P;2015;6;female;white;N
Assistant Curator;;;N;18,25;hr;H,P;2019;1;n/a;N;MA
Visitor Experience;32000;yr;2017;34000;yr;H,P;2019;4;female;white;BA
Intern;500;yr;N;;N;unpaid;2014;1;n/a;N;N
Conservator;43000;yr;2016;48000;yr;C;2019;3;n/a;N;MA
Assistant;30000;yr;2004;30000;yr;C;2004;2;female;latino;MA
Manager;47000;yr;2017;58500;yr;n/a;2019;5;n/a;N;BA required MA preferred
Coordinator;29000;yr;2017;38000;yr;P;2019;4;male;white;BA
Intern;0;yr;2011;0;yr;n/a;2012;1;female;white;BA
Assistant;15;hr;N;;N;H,C;2019;0;other;white;No degree
Visitor Experience;11;hr;N;12;hr;H;2019;2;n/a;N;N
Assistant Curator;50000;yr;2014;54000;yr;H,P;2017;;n/a;N;N
Manager;;;N;52000;yr;H;2017;;female;white;N
Assistant Curator;40000;yr;2010;48500;yr;H,P;2014;;n/a;N;N
Assistant Curator;44500;yr;N;44500;yr;H;2019;;female;N;N
Assistant;;;N;35000;yr;H,P;2009;;n/a;N;N
Assistant Curator;30000;yr;N;30000;yr;n/a;2005;;female;asian;N
other;57000;yr;N;;N;P;2019;6;female;white;N
Curator;68989;yr;2008;96082;yr;P;2016;20;n/a;N;N
Curator;41600;yr;2019;41600;yr;C;2019;6;female;mixed;BA
Communications;54000;yr;2019;54000;yr;C;2019;n/a;n/a;N;N
Curator;30000;yr;2013;32000;yr;P;2019;7;female;white;MA
Assistant Curator;59000;yr;N;60928,56;yr;C;2019;4;female;white;MA
Curator;50000;yr;N;51250;yr;C;2019;;female;white;N
Assistant Curator;;;N;51000;yr;P;2019;;female;white;N
Curator;100000;yr;N;;N;n/a;2016;;female;poc;N
Assistant Curator;59442;yr;2018;60185;yr;P;2019;11;n/a;N;MA
Security;29718;yr;2014;31543;yr;H;2016;4;female;white;HS
Assistant;51000;yr;2018;53000;yr;P;2019;4;female;white;BA
Teacher;17;hr;2013;;N;H;2014;2;female;white;MA
Assistant;43000;yr;N;52000;yr;H;2017;1;n/a;N;BA
Assistant Curator;46000;yr;2018;47000;yr;H,P;2019;3;female;white;N
Conservator;47000;yr;2007;65000;yr;C;2016;10;female;white;MA
Manager;66000;yr;2017;73000;yr;H;2019;15;female;white;BA
Assistant;45200;yr;2017;52900;yr;H;2019;3;female;white;BA required MA preferred
Technical;64000;yr;2017;64000;yr;P;2019;10;n/a;N;N
Visitor Experience;;;N;;N;H;2019;10;n/a;N;No degree
Curator;45000;yr;2000;48000;yr;P;2018;n/a;female;white;MA
Designer;35000;yr;2011;36000;yr;P;2016;5;female;white;BA
Curator;41000;yr;2017;41000;yr;P;2018;3;n/a;N;N
Assistant Curator;46000;yr;N;56000;yr;P;2017;14;female;white;N
Manager;31000;yr;N;31000;yr;P;2019;;female;white;N
Assistant Curator;41600;yr;2016;45760;yr;H,P;2018;4;female;white;BA
Coordinator;26500;yr;2005;27500;yr;P;2009;4;female;poc;BA
Technical;48108;yr;2008;72842;yr;P;2019;30;female;white;MA
Coordinator;20000;yr;2017;20000;yr;C;n/a;14;female;white;MA
Manager;10;hr;2014;12;hr;H;2017;10;female;white;HS
Director;115000;yr;2018;;N;P;2019;11;female;white;MA
Communications;;;N;55000;yr;P;2019;5;female;white;BA
Librarian;;;N;43500;yr;n/a;2019;5;n/a;N;N
Assistant;32000;yr;2014;40278;yr;H,P;2019;6;female;N;BA
Assistant Registrar;43200;yr;N;43628;yr;P;2019;;female;N;N
Curator;;;2018;N;yr;C;;7;female;white;MA
Registrar;20000;yr;2004;20000;yr;C;2004;10;n/a;N;N
Education;13;hr;N;13;hr;H Part Time;2019;5;female;white;BA
Manager;20;hr;2013;25;hr;H;2017;2;female;N;MA
Director;51000;yr;2017;51000;yr;P;2019;5;female;N;MA
Manager;34000;yr;2015;36000;yr;P;2018;8;female;white;BA
Assistant;30000;yr;2016;30000;yr;P;2017;1;female;N;BA
Intern;0;yr;N;0;yr;n/a;2019;;n/a;N;N
other;1440;yr;2011;57600;yr;C;2019;10;female;N;N
Curator;;;N;61000;yr;P;2019;;n/a;N;N
Conservator;61000;yr;2018;61000;yr;P;2019;2;female;white;MA
Registrar;20;hr;2010;22;hr;H;;12;n/a;N;N
Registrar;20;hr;2017;22;hr;H;2019;35;male;N;BA
Assistant;16,25;hr;2015;18,5;hr;H;2019;3;female;white;MA
Registrar;40000;yr;2017;43000;yr;P;2019;7;female;N;N
Manager;40000;yr;2018;40000;yr;C;2019;7;other;white;MA
Coordinator;37000;yr;2017;38000;yr;H;2019;5;female;latino;N
Writer;;;2017;12,5;hr;C;2018;;n/a;N;N
Art Handler;35;hr;2016;45;hr;C;2018;3;male;white;N
Assistant Curator;40000;yr;2004;42000;yr;P;2007;;n/a;N;N
Intern;0;yr;N;0;yr;n/a;2015;2;n/a;N;N
Intern;0;yr;N;0;yr;n/a;2018;;n/a;N;N
Manager;;;N;28000;yr;P Full Time;2014;3;female;white;BA
Artist;;;N;8000;yr;n/a;2018;39;male;white;MA
Curator;46000;yr;2015;53000;yr;P;2019;8;other;white;MA
Curator;59000;yr;2015;63000;yr;P;2019;22;n/a;N;N
Designer;35000;yr;N;42000;yr;P;2019;8;female;mixed;N
Designer;30000;yr;2016;37000;yr;P;2019;3;female;poc;BA
Assistant Curator;65000;yr;2016;69000;yr;P;2019;6;n/a;N;MA
Technical;52000;yr;2014;60000;yr;P;2016;10;n/a;N;N
Manager;55000;yr;2017;57200;yr;P;2019;6;female;white;N
Intern;0;yr;N;0;yr;n/a;2019;;n/a;N;N
Technical;12;hr;N;12;hr;H Part Time;2019;1;n/a;N;N
Curator;43000;yr;N;43000;yr;C;2019;;n/a;N;N
Art Handler;21000;yr;2018;21000;yr;H;2019;5;female;white;N
Visitor Experience;11;hr;2018;12;hr;H;2019;1;female;N;N
Manager;46000;yr;N;49500;yr;P;2019;20;n/a;N;N
Visitor Experience;;;N;40000;yr;P;2019;2;n/a;N;N
Intern;1000;yr;N;1000;yr;unpaid;2018;;n/a;N;N
Intern;1000;yr;N;1000;yr;unpaid;2018;1;female;poc;N
Visitor Experience;;;N;;N;H;;3;n/a;N;N
Curator;31500;yr;N;32051;yr;H,C Full Time;2018;;male;N;N
Registrar;45000;yr;N;;N;n/a;2019;18;female;white;N
Assistant Curator;42000;yr;N;48000;yr;P;2019;;female;N;N
Assistant Curator;28000;yr;N;33000;yr;H,P;2015;;female;N;N
Registrar;16;hr;2017;20;hr;H;2019;17;other;white;No degree
Assistant;17;hr;2018;17;hr;H,C;2018;;female;white;BA
Admin;54972;yr;2017;56472;yr;P;2019;2;male;white;N
Conservator;35000;yr;2006;45000;yr;P;2009;3;female;white;MA
Admin;41000;yr;2018;46500;yr;P;2019;0;female;N;N
Manager;52000;yr;N;53040;yr;n/a;2019;;female;N;N
Assistant Educator;36000;yr;N;36000;yr;n/a;2019;;male;white;N
Writer;35000;yr;N;35000;yr;n/a;2008;;female;N;N
Academic;26500;yr;N;26500;yr;n/a;2006;;female;N;N
Coordinator;47000;yr;2015;47000;yr;P;2017;3;female;N;N
Assistant Educator;42000;yr;N;42000;yr;P;2019;;n/a;N;BA
Assistant;26325;yr;2015;28740,04;yr;H;;10;female;poc;BA
Coordinator;40000;yr;2016;42000;yr;H;2017;;n/a;N;N
Conservator;;;N;73000;yr;P;2019;20;female;white;MA
Research;50000;yr;2018;50000;yr;P;2019;21;n/a;N;N
Technical;37000;yr;2012;39000;yr;P;2012;1;female;white;N
Assistant;37752;yr;2019;39104;yr;H;2019;5;female;white;BA
Intern;30000;yr;2018;30000;yr;C;2019;7;female;white;PhD
Assistant Curator;71000;yr;2016;85000;yr;P;2019;10;female;white;PhD
Editor;44000;yr;2011;64000;yr;P;2019;10;female;N;MA
Admin;46000;yr;2017;47400;yr;H,P;2018;5;female;white;BA
other;50625;yr;2015;60781;yr;H,P;2019;17;female;mixed;BA
Assistant;19,54;hr;N;19,54;hr;C;2019;;male;white;N
Registrar;60000;yr;2018;60000;yr;P;2019;;female;white;N
Technical;73000;yr;2019;73000;yr;P;2019;5;male;white;MA
Curator;16;hr;2011;18;hr;P;2019;10;female;white;MA
Assistant Director;92000;yr;N;;N;P;;8;female;white;BA required MA preferred
Assistant;45000;yr;2019;45000;yr;P;2019;1;female;white;BA
Assistant;45000;yr;2019;45000;yr;P;2019;1;female;white;BA
Manager;48000;yr;2017;54000;yr;P;2019;3;male;white;N
Conservator;35000;yr;2014;US 42000;yr;P;2019;5;female;white;MA
Relations;50000;yr;N;51500;yr;P;2018;5;female;white;BA
Assistant Registrar;42000;yr;2016;47000;yr;P;2019;5;male;white;MA
Conservator;65000;yr;2009;65000;yr;C;2011;6;female;white;MA
Registrar;40000;yr;2019;40000;yr;P;2019;9;female;mixed;MA
Communications;43500;yr;2014;49000;yr;P;2019;20;female;white;BA
Coordinator;36000;yr;2013;37800;yr;P;2017;6;female;white;MA
Visitor Experience;10;hr;2019;10;hr;H;2019;1;n/a;N;N
Manager;43000;yr;2013;45407;yr;P;2019;15;female;white;BA required MA preferred
Assistant Director;;;N;70191;yr;P;2019;;female;white;N
Registrar;46000;yr;2018;N;yr;P;2019;;male;N;N
Security;;;N;39985;yr;P;2019;;male;white;N
Communications;;;N;50501;yr;P;2019;;female;white;N
Curator;;;N;64515;yr;P;;;female;white;N
Curator;;;N;73315;yr;P;2019;;female;white;N
Registrar;;;N;58987;yr;P;2019;13;female;white;N
Director;;;N;65967;yr;P;2019;;female;white;N
Coordinator;44000;yr;2018;44000;yr;P;;;female;white;N
Curator;;;N;59219;yr;P;2019;;female;white;N
Registrar;;;N;47951;yr;P;;;male;white;N
Director;150000;yr;2018;150000;yr;P;2019;;male;white;N
Registrar;9,27;hr;2012;9,27;hr;H;2015;3;n/a;N;MA
Visitor Experience;10;hr;2014;2016;yr;H;2016;3;female;N;N
Manager;;;N;50000;yr;H,P;;;female;white;BA required MA preferred
Technical;82000;yr;2014;83000;yr;H;2016;10;female;white;N
Coordinator;27;hr;2018;27;hr;H;2019;15;male;white;N
Curator;16,23;hr;2017;16,39;hr;H;2019;4;male;white;BA
Coordinator;47480;yr;2019;47480;yr;P;2019;3;female;white;MA
Manager;43000;yr;2019;43000;yr;P;2019;12;female;white;N
Conservator;56000;yr;2011;87000;yr;P;2019;8;female;white;MA
Assistant;40000;yr;2016;43000;yr;P;2018;3;female;white;BA
